"","unique_fish_id","est_standard_length","est_height_anus","region","year","station","sampling_date","CIS_break_up_date","open_water_day","NASC_zoo","surf_sal_kgm3","surf_temp_degC","carbon_mg","fish_WW","feeding_success","prey_range_um","prey_min_um","prey_max_um","prey_median_um","fish_cond","acartia sp c","acartia sp n","amphipod sp","appendicularian sp","bivalve larvae","boroecia maxima","calanoid sp","calanoid sp c","calanoid sp n","calanus finmarchicus c","calanus glacialis c","calanus glacialis n","calanus hyperboreus c","calanus sp c","calanus sp n","chaetognath sp","chiridus sp c","cirripedia sp","cirripedia sp n","coscinodiscus sp","crustacea sp meta","cyclopoid sp c","cyclopoid sp n","decapoda sp","decapoda sp meta","digested matter","egg","egg sack","euphausiacea sp","eurytemora sp c","fecal pellet","fritillaria sp","harpacticoid sp c","heterorhabdus norvegicus c","limacina helicina","metridia longa c","metridia longa n","microcalanus sp  n","microcalanus sp c","microcalanus sp n","oikopleura sp","oithona similis c","oithona similis n","oncea sp c","onceaidae sp c","paraeuchaeta sp c","paraheterorhabdus compactus c","parasite","podon sp","polychaetae larvae","pseudocalanus sp c","pseudocalanus sp n","pseudocalanus sp/acartia sp c","pseudocalanus sp/metridia longa n","radiolarian sp","scolecithricella sp c","spinocalanus sp c","trematoda sp","triconia borealis c","unknown","unknown c","unknown n","unknown nc","vers","vertebrae"
"53","2010-438",31,4.03476152082166,"Mackenzie Shelf",2010,"2","2010-08-21","2010-06-11",71,34.7037923445826,27.7338947368421,8.07457894736842,15.9450534393861,203.145166196972,0.0784909320654255,194,106,300,221,-0.317293311634387,0,0,0,0,8,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
"54","2010-450",27.518,3.20188471227213,"Mackenzie Shelf",2010,"8","2010-08-22","2010-06-11",72,34.7037923445826,27.83875,9.217,74.9865250915103,138.91223314012,0.539812249766887,103,181,284,194,-0.624775414169922,0,0,0,0,3,0,0,0,0,0,1,0,1,0,10,0,0,0,4,0,0,3,0,0,0,0,40,0,0,0,0,0,3,0,3,0,6,0,3,0,0,30,0,30,0,0,0,0,0,0,7,1,0,0,0,0,0,0,16,0,9,9,0,0,0
"55","2010-452",19,2.20600520392603,"Mackenzie Shelf",2010,"6","2010-08-22","2010-06-11",72,34.7037923445826,25.0526414141414,9.95773737373737,24.5071981052075,42.6173730889144,0.575051823444799,233,155,388,271.5,-0.335384357947611,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,6,7,0,0,0
"56","2010-466",27,3.03776555562765,"Mackenzie Shelf",2010,"16","2010-08-23","2010-06-11",73,34.7037923445826,28.3898709677419,6.97338709677419,34.9243327540533,130.741389767918,0.267125298392867,1379,88,1467,362,-0.710734186634262,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,58,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,6,6,0,0,2
"57","2010-485",33,4.86652187252328,"Mackenzie Shelf",2010,"13","2010-08-24","2010-06-11",74,34.7037923445826,26.3201538461538,9.85553846153846,103.423040140041,247.983141657144,0.417056738006133,233,220,453,297,0.212689494970166,0,0,0,0,10,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,4,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"58","2010-61",13.034,1.655,"Lancaster Sound",2010,"301","2010-08-07","2010-07-16",22,3.50126732940252,28.5462537878788,0.59842803030303,16.4390194393908,12.8073891488738,1.28355742519437,441,115,556,338,0.013812855150911,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,0,1,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"59","2010-76",13.888,1.324,"Lancaster Sound",2010,"305","2010-08-08","2010-07-16",23,3.50126732940252,29.2814705882353,-0.812222222222222,3.46237953636531,15.681346725592,0.220796057695396,1352,132,1484,207,-0.446046156605537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0
"60","2010-87",12.713,1.428,"Lancaster Sound",2010,"305","2010-08-08","2010-07-16",23,3.50126732940252,29.2814705882353,-0.812222222222222,10.7295362608719,11.8280719969602,0.907124699919769,453,71,524,216,-0.164751848861009,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,6,2,0,0,0
"61","2010-89",12.82,1.693,"Lancaster Sound",2010,"305","2010-08-08","2010-07-16",23,3.50126732940252,29.2814705882353,-0.812222222222222,9.57655222077729,12.1485792142312,0.788285778271011,256,141,397,247,0.0841030524762973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0
"62","2010-91",11.645,1.64,"Lancaster Sound",2010,"305","2010-08-08","2010-07-16",23,3.50126732940252,29.2814705882353,-0.812222222222222,16.624474022651,8.9402090021636,1.85951738025674,284,91,375,189.5,0.208397360220824,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,8,0,0,0
"63","2010-92",9.722,1.136,"Lancaster Sound",2010,"305","2010-08-08","2010-07-16",23,3.50126732940252,29.2814705882353,-0.812222222222222,4.44810166756228,5.02693311563282,0.884853958714812,906,154,1060,349,-0.005443530168345,0,5,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0
"64","2010-99",12.713,1.693,"Lancaster Sound",2010,"305","2010-08-08","2010-07-16",23,3.50126732940252,29.2814705882353,-0.812222222222222,22.0732116144262,11.8280719969602,1.86617156372561,182,141,323,221,0.100248151138991,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
"65","2011-189",16,2.71,"Lancaster Sound",2011,"332","2011-08-04","2011-05-21",75,7.04683240646258,30.0028,4.34324166666667,49.0654852546622,24.6323265956393,1.99191436765654,896,196,1092,433.5,0.62127675577196,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,6,2,0,0,0
"66","2011-194",10.42,1.85,"Lancaster Sound",2011,"332","2011-08-04","2011-05-21",75,7.04683240646258,30.0028,4.34324166666667,0.577016228657971,6.27134529016366,0.0920083653443538,520,88,608,295,0.603236106592778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","2011-197",11.85,1.85,"Lancaster Sound",2011,"332","2011-08-04","2011-05-21",75,7.04683240646258,30.0028,4.34324166666667,9.48394192218571,9.45201118972464,1.00337819452603,650,142,792,417,0.387465161848375,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0
"68","2011-199",11.14,2,"Lancaster Sound",2011,"332","2011-08-04","2011-05-21",75,7.04683240646258,30.0028,4.34324166666667,8.22422093463029,7.76115663227942,1.05966434183598,583,63,646,272,0.644596190357834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0
"69","2011-200",13.71,1.42,"Lancaster Sound",2011,"332","2011-08-04","2011-05-21",75,7.04683240646258,30.0028,4.34324166666667,6.07144889334473,15.0491569059751,0.403441131704471,1521,271,1792,1021,-0.323187955091898,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"70","2011-201",16.28,2.7,"Lancaster Sound",2011,"332","2011-08-04","2011-05-21",75,7.04683240646258,30.0028,4.34324166666667,13.3030408711181,26.0339596414858,0.510987996229332,4785,104,4889,297,0.569027899458371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0
"71","2011-202",16.14,3,"Lancaster Sound",2011,"332","2011-08-04","2011-05-21",75,7.04683240646258,30.0028,4.34324166666667,84.901376166381,25.3264868723206,3.3522760813372,851,212,1063,310,0.890152327615165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,2,0,12,2,0,0,0
"72","2011-203",12.57,2.14,"Lancaster Sound",2011,"332","2011-08-04","2011-05-21",75,7.04683240646258,30.0028,4.34324166666667,6.21412792033998,11.4088593287422,0.544675654356153,285,103,388,272,0.568825245613431,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"73","2011-204",11,1.57,"Lancaster Sound",2011,"332","2011-08-04","2011-05-21",75,7.04683240646258,30.0028,4.34324166666667,1.16653847429655,7.45427404953749,0.156492566082801,1754,277,2031,882,0.235720618514629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","2011-206",11,1.71,"Lancaster Sound",2011,"332","2011-08-04","2011-05-21",75,7.04683240646258,30.0028,4.34324166666667,3.92517924284518,7.45427404953749,0.526567606283368,422,116,538,362,0.375720618514629,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","2011-209",16.71,3.14,"Lancaster Sound",2011,"332","2011-08-04","2011-05-21",75,7.04683240646258,30.0028,4.34324166666667,196.766078748794,28.2916036129286,6.9549284459392,729,135,864,282,0.944145727262501,1,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"76","2011-210",16.71,2.7,"Lancaster Sound",2011,"332","2011-08-04","2011-05-21",75,7.04683240646258,30.0028,4.34324166666667,6.6085118817138,28.2916036129286,0.2335856239232,546,142,688,271,0.504145727262501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"77","2011-213",9.42,1.14,"Peel Sound",2011,"310","2011-08-08","2011-07-30",9,0.740788968379447,19.9355,3.54575,0.728327007257193,4.54553566233392,0.160229082194293,3365,135,3500,385,0.0441248791413121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"78","2011-214",15,2.14,"Peel Sound",2011,"310","2011-08-08","2011-07-30",9,0.740788968379447,19.9355,3.54575,16.6213287284831,20.0490503211771,0.829033219140889,1243,94,1337,326,0.202165528320494,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0
"79","2011-215",11.14,1.42,"Peel Sound",2011,"310","2011-08-08","2011-07-30",9,0.740788968379447,19.9355,3.54575,3.55049520309235,7.76115663227942,0.457469855501367,698,52,750,297,0.0645961903578339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"80","2011-219",12.14,1.42,"Peel Sound",2011,"310","2011-08-08","2011-07-30",9,0.740788968379447,19.9355,3.54575,1.22669976020258,10.2098720651608,0.120148396803957,2561,71,2632,391,-0.0862925821906998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0
"81","2011-222",11.85,1.42,"Peel Sound",2011,"310","2011-08-08","2011-07-30",9,0.740788968379447,19.9355,3.54575,13.114983878344,9.45201118972464,1.38753368093781,2962,163,3125,489,-0.0425348381516249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"82","2011-226",12.14,2,"Peel Sound",2011,"310","2011-08-08","2011-07-30",9,0.740788968379447,19.9355,3.54575,8.32861176136944,10.2098720651608,0.815741050251664,959,62,1021,291.5,0.4937074178093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,8,0,0,0
"83","2011-230",11.28,1.42,"Peel Sound",2011,"310","2011-08-08","2011-07-30",9,0.740788968379447,19.9355,3.54575,0.546443764737413,8.07660265441118,0.0676576263707814,3118,181,3299,1185,0.0434717622010395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"84","2011-232",12.86,2,"Peel Sound",2011,"310","2011-08-08","2011-07-30",9,0.740788968379447,19.9355,3.54575,0.576013101498225,12.2699100595955,0.0469451771610797,2823,94,2917,391,0.385067501574356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"85","2011-235",61,8,"Peel Sound",2011,"310","2011-08-08","2011-07-30",9,0.740788968379447,19.9355,3.54575,1082.92923051672,1760.21153702329,0.615226754136647,1863,116,1979,548,-0.87871800891206,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,0,0,0,0
"86","2011-245",11.42,1.86,"Coronation Maud",2011,"314","2011-08-10","2011-07-16",25,0.249010208998549,25.8585,4.50483333333333,5.80046107483862,8.40074033491315,0.690470225669532,437,146,583,292,0.462347334044245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","2011-246",13.14,2.29,"Coronation Maud",2011,"314","2011-08-10","2011-07-16",25,0.249010208998549,25.8585,4.50483333333333,32.2363503321315,13.1426185922265,2.45281030609824,1276,52,1328,246,0.632818645260766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,1,0,0,0,0
"88","2011-247",16.86,2.42,"Coronation Maud",2011,"314","2011-08-10","2011-07-16",25,0.249010208998549,25.8585,4.50483333333333,45.7989879127477,29.1097408214338,1.57332173425005,499,88,587,256,0.201512411380221,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,2,1,0,0,0
"89","2011-248",17.14,2.71,"Coronation Maud",2011,"314","2011-08-10","2011-07-16",25,0.249010208998549,25.8585,4.50483333333333,25.7415998109133,30.6801301478886,0.839031636659626,327,146,473,271.5,0.449263555066631,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","2011-249",23.13,4,"Coronation Maud",2011,"314","2011-08-10","2011-07-16",25,0.249010208998549,25.8585,4.50483333333333,51.0898001982086,79.8147133119992,0.640105039261324,945,115,1060,247,0.835439807500914,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","2011-250",16,2.42,"Coronation Maud",2011,"314","2011-08-10","2011-07-16",25,0.249010208998549,25.8585,4.50483333333333,27.0501899440285,24.6323265956393,1.09815813942712,395,83,478,129,0.33127675577196,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","2011-251",16.14,2.29,"Coronation Maud",2011,"314","2011-08-10","2011-07-16",25,0.249010208998549,25.8585,4.50483333333333,8.5737029253752,25.3264868723206,0.3385271304543,948,63,1011,142,0.180152327615165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","2011-252",17.14,2.42,"Coronation Maud",2011,"314","2011-08-10","2011-07-16",25,0.249010208998549,25.8585,4.50483333333333,25.7619574425176,30.6801301478886,0.83969518115915,849,62,911,271,0.159263555066631,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","2011-253",12.86,1.85,"Coronation Maud",2011,"314","2011-08-10","2011-07-16",25,0.249010208998549,25.8585,4.50483333333333,2.99540816110317,12.2699100595955,0.244126333979168,533,88,621,259,0.235067501574356,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0
"95","2011-254",12.14,1.86,"Coronation Maud",2011,"314","2011-08-10","2011-07-16",25,0.249010208998549,25.8585,4.50483333333333,6.22079321443888,10.2098720651608,0.609291984731728,418,103,521,305.5,0.3537074178093,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","2014-121",21.248,3.154,"North Water",2014,"108","2014-08-01","2014-06-04",58,4.98640854203936,32.4803,3.6385,67.9561409034491,60.8845770599432,1.1161470471667,324,114,438,228.5,0.273412477437254,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","2014-122",20.916,2.822,"North Water",2014,"108","2014-08-01","2014-06-04",58,4.98640854203936,32.4803,3.6385,88.6631380797908,57.9014619406538,1.53127632892355,470,52,522,233,-0.00849245007663214,0,0,0,0,0,0,0,0,0,0,7,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"98","2014-123",18.924,2.49,"North Water",2014,"108","2014-08-01","2014-06-04",58,4.98640854203936,32.4803,3.6385,48.0105135174106,42.0759534636831,1.14104398273113,1726,63,1789,440,-0.0399220151599526,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1,0,3,0,3,1,0,18,0,1,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,8,1,0,0,0
"99","2014-124",19.256,2.822,"North Water",2014,"108","2014-08-01","2014-06-04",58,4.98640854203936,32.4803,3.6385,17.9326736551214,44.4762820801432,0.403196328838998,739,53,792,293,0.241982912353934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0
"100","2014-147",23.24,3.32,"North Water",2014,"105","2014-08-01","2014-06-04",58,4.98640854203936,32.5150714285714,4.18992857142857,508.16876966534,81.0318817120814,6.27122015345689,5737,52,5789,504,0.138842042520575,0,0,0,0,5,0,0,0,0,0,5,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,5,0,1,0,0,3,0,0,0,5,1,0,0,0,0,0,0,0,0,7,0,0,0,0
"101","2014-148",20.584,2.988,"North Water",2014,"105","2014-08-01","2014-06-04",58,4.98640854203936,32.5150714285714,4.18992857142857,193.65567046061,55.0202635065643,3.51971543061594,980,62,1042,318,0.207602622409481,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0
"102","2014-149",19.588,2.656,"North Water",2014,"105","2014-08-01","2014-06-04",58,4.98640854203936,32.5150714285714,4.18992857142857,35.9476639310122,46.9689761825055,0.765349105999922,1531,552,2083,1490,0.0258878398678207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"103","2014-150",19.588,2.822,"North Water",2014,"105","2014-08-01","2014-06-04",58,4.98640854203936,32.5150714285714,4.18992857142857,126.886306713055,46.9689761825055,2.70149185751926,711,130,841,313,0.191887839867821,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"104","2014-151",18.426,2.49,"North Water",2014,"105","2014-08-01","2014-06-04",58,4.98640854203936,32.5150714285714,4.18992857142857,56.7375070730543,38.6445089070702,1.46819066091622,1447,246,1693,549,0.0352205935692174,0,0,0,0,1,0,0,0,0,0,5,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,2,0,0,0
"105","2014-152",18.758,2.49,"North Water",2014,"105","2014-08-01","2014-06-04",58,4.98640854203936,32.5150714285714,4.18992857142857,45.1245768757815,40.9098347338682,1.10302515689275,3221,911,4132,1484,-0.0148744789168959,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,2,0,0,0,0
"106","2014-173",12.948,1.66,"North Water",2014,"101","2014-08-01","2014-06-04",58,4.98640854203936,30.42525,2.274,12.7518003067984,12.5397613965021,1.01690932575124,397,44,441,238,0.0317892895900849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","2014-175",15.106,1.992,"North Water",2014,"101","2014-08-01","2014-06-04",58,4.98640854203936,30.42525,2.274,10.754080496456,20.5045164452373,0.524473743391004,438,53,491,238,0.0381713184303491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0
